C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A006,R079,00-00-03,05-23-11,02:00:00,REGULAR,000030002,000013290
A006,R079,00-00-03,05-23-11,06:00:00,REGULAR,000030005,000013296
A006,R079,00-00-03,05-23-11,07:41:13,REGULAR,000030013,000013349
A006,R079,00-00-03,05-23-11,10:00:00,REGULAR,000030049,000013611              
A006,R079,00-00-03,05-23-11,14:00:00,REGULAR,000030217,000013727
A006,R079,00-00-03,05-23-11,14:31:27,REGULAR,000030238,000013731
A006,R079,00-00-03,05-23-11,18:00:00,REGULAR,000030763,000013807
A006,R079,00-00-03,05-23-11,22:00:00,REGULAR,000031141,000013847
A006,R079,00-00-03,05-24-11,02:00:00,REGULAR,000031207,000013849
A006,R079,00-00-03,05-24-11,06:00:00,REGULAR,000031207,000013849
A006,R079,00-00-03,05-24-11,10:00:00,REGULAR,000031246,000014194
A006,R079,00-00-03,05-24-11,14:00:00,REGULAR,000031431,000014325              
A006,R079,00-00-03,05-24-11,18:00:00,REGULAR,000032006,000014398
A006,R079,00-00-03,05-24-11,22:00:00,REGULAR,000032437,000014466
A006,R079,00-00-03,05-25-11,02:00:00,REGULAR,000032519,000014471
A006,R079,00-00-03,05-25-11,06:00:00,REGULAR,000032522,000014472
A006,R079,00-00-03,05-25-11,10:00:00,REGULAR,000032565,000014812
A006,R079,00-00-03,05-25-11,14:00:00,REGULAR,000032757,000014920
A006,R079,00-00-03,05-25-11,18:00:00,REGULAR,000033372,000015036
A006,R079,00-00-03,05-25-11,22:00:00,REGULAR,000033823,000015090              
A006,R079,00-00-03,05-26-11,02:00:00,REGULAR,000033904,000015098
A006,R079,00-00-03,05-26-11,06:00:00,REGULAR,000033909,000015102
A006,R079,00-00-03,05-26-11,10:00:00,REGULAR,000033953,000015435
A006,R079,00-00-03,05-26-11,14:00:00,REGULAR,000034111,000015557
A006,R079,00-00-03,05-26-11,18:00:00,REGULAR,000034731,000015667
A006,R079,00-00-03,05-26-11,22:00:00,REGULAR,000035134,000015712
A006,R079,00-00-03,05-27-11,02:00:00,REGULAR,000035190,000015716
A006,R079,00-00-03,05-27-11,06:00:00,REGULAR,000035194,000015725              
A006,R079,00-00-03,05-27-11,09:37:06,DOOR,000035247,000015997
A006,R079,00-00-03,05-27-11,09:37:41,OPEN,000035247,000015997
A006,R079,00-00-03,05-27-11,09:42:39,DOOR,000035247,000015997
A006,R079,00-00-03,05-27-11,10:00:00,OPEN,000035256,000016005
A006,R079,00-00-03,05-27-11,14:00:00,DOOR,000035503,000016109
A006,R079,00-00-03,05-27-11,18:00:00,OPEN,000036075,000016228
A006,R079,00-00-03,05-27-11,22:00:00,REGULAR,000036392,000016253                                                                              
A006,R079,00-00-04,05-21-11,02:00:00,REGULAR,004775800,002224427
A006,R079,00-00-04,05-21-11,06:00:00,REGULAR,004775806,002224430
A006,R079,00-00-04,05-21-11,10:00:00,REGULAR,004775832,002224494
A006,R079,00-00-04,05-21-11,14:00:00,REGULAR,004775978,002224581
A006,R079,00-00-04,05-21-11,18:00:00,REGULAR,004776325,002224689
A006,R079,00-00-04,05-21-11,22:00:00,REGULAR,004776624,002224725
A006,R079,00-00-04,05-22-11,02:00:00,REGULAR,004776663,002224729
A006,R079,00-00-04,05-22-11,06:00:00,REGULAR,004776669,002224732              
A006,R079,00-00-04,05-22-11,10:00:00,REGULAR,004776688,002224753
A006,R079,00-00-04,05-22-11,14:00:00,REGULAR,004776764,002224810
A006,R079,00-00-04,05-22-11,18:00:00,REGULAR,004777001,002224883
A006,R079,00-00-04,05-22-11,22:00:00,REGULAR,004777163,002224903
A006,R079,00-00-04,05-23-11,02:00:00,REGULAR,004777188,002224909
A006,R079,00-00-04,05-23-11,06:00:00,REGULAR,004777194,002224917
A006,R079,00-00-04,05-23-11,07:41:13,REGULAR,004777201,002224965
A006,R079,00-00-04,05-23-11,10:00:00,REGULAR,004777247,002225198              
A006,R079,00-00-04,05-23-11,14:00:00,REGULAR,004777416,002225289
A006,R079,00-00-04,05-23-11,14:31:27,REGULAR,004777450,002225293
A006,R079,00-00-04,05-23-11,18:00:00,REGULAR,004777954,002225366
A006,R079,00-00-04,05-23-11,22:00:00,REGULAR,004778288,002225389
A006,R079,00-00-04,05-24-11,02:00:00,REGULAR,004778344,002225397
A006,R079,00-00-04,05-24-11,06:00:00,REGULAR,004778347,002225403
A006,R079,00-00-04,05-24-11,10:00:00,REGULAR,004778411,002225732
A006,R079,00-00-04,05-24-11,14:00:00,REGULAR,004778547,002225831              
A006,R079,00-00-04,05-24-11,18:00:00,REGULAR,004779147,002225928
A006,R079,00-00-04,05-24-11,22:00:00,REGULAR,004779569,002225976
A006,R079,00-00-04,05-25-11,02:00:00,REGULAR,004779655,002225984
A006,R079,00-00-04,05-25-11,06:00:00,REGULAR,004779662,002225992
A006,R079,00-00-04,05-25-11,10:00:00,REGULAR,004779711,002226308
A006,R079,00-00-04,05-25-11,14:00:00,REGULAR,004779866,002226409
A006,R079,00-00-04,05-25-11,18:00:00,REGULAR,004780457,002226550
A006,R079,00-00-04,05-25-11,22:00:00,REGULAR,004780908,002226586              
A006,R079,00-00-04,05-26-11,02:00:00,REGULAR,004780980,002226590
A006,R079,00-00-04,05-26-11,06:00:00,REGULAR,004780981,002226596
A006,R079,00-00-04,05-26-11,10:00:00,REGULAR,004781026,002226906
A006,R079,00-00-04,05-26-11,14:00:00,REGULAR,004781210,002227017
A006,R079,00-00-04,05-26-11,18:00:00,REGULAR,004781870,002227159
A006,R079,00-00-04,05-26-11,22:00:00,REGULAR,004782274,002227189
A006,R079,00-00-04,05-27-11,02:00:00,REGULAR,004782333,002227195
A006,R079,00-00-04,05-27-11,06:00:00,REGULAR,004782345,002227203              
A006,R079,00-00-04,05-27-11,09:50:43,DOOR,004782404,002227465
A006,R079,00-00-04,05-27-11,09:51:14,OPEN,004782404,002227465
A006,R079,00-00-04,05-27-11,10:00:00,DOOR,004782404,002227465
A006,R079,00-00-04,05-27-11,10:00:41,OPEN,004782404,002227465
A006,R079,00-00-04,05-27-11,14:00:00,REGULAR,004782606,002227581
A006,R079,00-00-04,05-27-11,18:00:00,DOOR,004783179,002227705
A006,R079,00-00-04,05-27-11,22:00:00,OPEN,004783471,002227739                                                                              
A006,R079,00-03-00,05-21-11,02:00:00,REGULAR,005471458,002647906
A006,R079,00-03-00,05-21-11,06:00:00,REGULAR,005471458,002647906
A006,R079,00-03-00,05-21-11,10:00:00,REGULAR,005471480,002647962
A006,R079,00-03-00,05-21-11,14:00:00,REGULAR,005471671,002648082
A006,R079,00-03-00,05-21-11,18:00:00,REGULAR,005472119,002648200
A006,R079,00-03-00,05-21-11,22:00:00,REGULAR,005472413,002648234
A006,R079,00-03-00,05-22-11,02:00:00,REGULAR,005472447,002648239
A006,R079,00-03-00,05-22-11,06:00:00,REGULAR,005472449,002648240              
A006,R079,00-03-00,05-22-11,10:00:00,REGULAR,005472464,002648261
A006,R079,00-03-00,05-22-11,14:00:00,REGULAR,005472558,002648341
A006,R079,00-03-00,05-22-11,18:00:00,REGULAR,005472850,002648419
A006,R079,00-03-00,05-22-11,22:00:00,REGULAR,005473015,002648439
A006,R079,00-03-00,05-23-11,02:00:00,REGULAR,005473037,002648443
A006,R079,00-03-00,05-23-11,06:00:00,REGULAR,005473042,002648451
A006,R079,00-03-00,05-23-11,07:41:13,REGULAR,005473052,002648490
A006,R079,00-03-00,05-23-11,10:00:00,REGULAR,005473086,002648751              
A006,R079,00-03-00,05-23-11,14:00:00,REGULAR,005473258,002648857
A006,R079,00-03-00,05-23-11,14:31:27,REGULAR,005473301,002648869
A006,R079,00-03-00,05-23-11,18:00:00,REGULAR,005473971,002648955
A006,R079,00-03-00,05-23-11,22:00:00,REGULAR,005474377,002648989
A006,R079,00-03-00,05-24-11,02:00:00,REGULAR,005474411,002648991
A006,R079,00-03-00,05-24-11,06:00:00,REGULAR,005474411,002648996
A006,R079,00-03-00,05-24-11,10:00:00,REGULAR,005474479,002649260
A006,R079,00-03-00,05-24-11,14:00:00,REGULAR,005474701,002649381              
A006,R079,00-03-00,05-24-11,18:00:00,REGULAR,005475480,002649524
A006,R079,00-03-00,05-24-11,22:00:00,REGULAR,005476029,002649571
A006,R079,00-03-00,05-25-11,02:00:00,REGULAR,005476126,002649575
A006,R079,00-03-00,05-25-11,06:00:00,REGULAR,005476128,002649579
A006,R079,00-03-00,05-25-11,10:00:00,REGULAR,005476209,002649886
A006,R079,00-03-00,05-25-11,14:00:00,REGULAR,005476441,002650024
A006,R079,00-03-00,05-25-11,18:00:00,REGULAR,005477286,002650172
A006,R079,00-03-00,05-25-11,22:00:00,REGULAR,005477863,002650212              
A006,R079,00-03-00,05-26-11,02:00:00,REGULAR,005477918,002650214
A006,R079,00-03-00,05-26-11,06:00:00,REGULAR,005477918,002650223
A006,R079,00-03-00,05-26-11,10:00:00,REGULAR,005478015,002650483
A006,R079,00-03-00,05-26-11,14:00:00,REGULAR,005478235,002650621
A006,R079,00-03-00,05-26-11,18:00:00,REGULAR,005479084,002650807
A006,R079,00-03-00,05-26-11,22:00:00,REGULAR,005479604,002650855
A006,R079,00-03-00,05-27-11,02:00:00,REGULAR,005479650,002650858
A006,R079,00-03-00,05-27-11,06:00:00,REGULAR,005479652,002650867              
A006,R079,00-03-00,05-27-11,10:00:00,REGULAR,005479767,002651166
                                                                                                                                                                                                                                                
